KODA;SLOVENSKI NAZIV;ANGLEŠKI NAZIV;ANGLEŠKI NAZIV KRATEK;KRIŽEC / ETIOLOGIJA;ZVEZDICA / MANIFESTACIJA;VELJAVNOST;SKUPINA OBOLEVNOSTI;SPOL;SPOL TIP;STAROST MIN.;STAROST MAX.;STAROST TIP;REDKA DIAGNOZA;MORFOLOGIJA;NESPREJEMLJIVA GLAVNA DIAGNOZA;PRIJAVA NALEZLJIVE BOLEZNI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N06.5;Izolirana proteinurija z opredeljeno morfol. lezijo, difuzni mezangiokapilarni glomerulon.;Isolated proteinuria with diffuse mesangiocapillary glomerulonephritis;Isol prot w dfs mesngcp glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N06.6;Izolirana proteinurija z opredeljeno morfološko lezijo, bolezni gostih (intramembranskih)  depozitov;Isolated proteinuria with dense deposit disease;Isol proteinuria w dense deposit disease;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N06.7;Izolirana proteinurija z opredeljeno morfološko lezijo, difuzni glomerulonefritis s polmeseci;Isolated proteinuria with diffuse crescentic glomerulonephritis;Isol prot w dfs crescentic glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N06.8;Izolirana proteinurija z opredeljeno morfološko lezijo, druge vrste;Isolated proteinuria with specified morphological lesion, other;Isol proteinuria w spec morph lsn other;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N06.9;Izolirana proteinurija z opredeljeno morfološko lezijo, neopredeljena;Isolated proteinuria with specified morphological lesion, unspecified;Isol proteinuria w spec morph lsn unsp;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N07;Hereditarna nefropatija, ki ni uvrščena drugje;Hereditary nephropathy, not elsewhere classified;Hereditary nephropathy NEC;0;0;0;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N07.0;Hereditarna nefropatija, ki ni uvrščena drugje, minimalne glomerulne nenormalnosti;Hereditary nephropathy, not elsewhere classified, minor glomerular abnormality;Hered nephropathy NEC minor glom abn;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N07.1;Hereditarna nefropatija, ki ni uvrščena drugje, fokalne in segmentalne glomerulne lezije;Hereditary nephropathy, not elsewhere classified, focal and segmental glomerular lesions;Hered nephpthy NEC focl seg glom lesions;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N07.2;Hereditarna nefropatija, ki ni uvrščena drugje, difuzni membranski glomerulonefritis;Hereditary nephropathy, not elsewhere classified, diffuse membranous glomerulonephritis;Hered nephpthy NEC diffuse memb glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N07.3;Hereditarna nefropatija, ki ni uvrščena drugje, difuzni mezangijski proliferacijski glomerulonefritis;Hereditary nephropathy, not elsewhere classified, diffuse mesangial proliferative glomerulonephritis;Hered nephpthy NEC mesngl prolf glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N07.4;Hereditarna nefropatija, ki ni uvrščena drugje, difuzni endokapilarni proliferativni glomerulonefritis;Hereditary nephropathy, not elsewhere classified, diffuse endocapillary proliferative glomerulonephritis;Hered nephpthy NEC endcap prolf glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N07.5;Hereditarna nefropatija, ki ni uvrščena drugje, difuzni mezangiokapilarni glomerulonefritis;Hereditary nephropathy, not elsewhere classified, diffuse mesangiocapillary glomerulonephritis;Hered nephpthy NEC dfs mesngcp glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N07.6;Hereditarna nefropatija, ki ni uvrščena drugje, bolezni gostih (intramembranskih)  depozitov;Hereditary nephropathy, not elsewhere classified, dense deposit disease;Hered nephpthy NEC dense deposit dis;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N07.7;Hereditarna nefropatija, ki ni uvrščena drugje, difuzni glomerulonefritis s polmeseci;Hereditary nephropathy, not elsewhere classified, diffuse crescentic glomerulonephritis;Hered nephpthy NEC dfs cres glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N07.8;Hereditarna nefropatija, ki ni uvrščena drugje, druge vrste;Hereditary nephropathy, not elsewhere classified, other;Hereditary nephropathy NEC other;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N07.9;Hereditarna nefropatija, ki ni uvrščena drugje, neopredeljena;Hereditary nephropathy, not elsewhere classified, unspecified;Hereditary nephropathy NEC unspecified;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N08;Glomerulne motnje pri boleznih, uvrščenih drugje;Glomerular disorders in diseases classified elsewhere;Glomerular disrd in dis class elsewhere;0;1;0;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N08.0;Glomerulne motnje pri infekcijskih in parazitskih boleznih, uvrščenih drugje;Glomerular disorders in infectious and parasitic diseases classified elsewhere;Glomerular disrd infect parasit dis cl/e;0;1;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N08.1;Glomerulne motnje pri neoplastičnih boleznih;Glomerular disorders in neoplastic diseases;Glomerular disrd in neoplastic diseases;0;1;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N08.2;Glomerulne motnje pri krvnih boleznih in motnjah imunskega mehanizma;Glomerular disorders in blood diseases and disorders involving the immune mechanism;Glom disrd blood & immune mechanism dis;0;1;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N08.4;Glomerulne motnje pri drugih endokrinih, prehranskih in presnovnih boleznih;Glomerular disorders in endocrine, nutritional and metabolic diseases;Glom disrd in endocrine nutrit metab dis;0;1;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N08.5;Glomerulopatije pri vezivnotkivnih sistemskih boleznih;Glomerular disorders in systemic connective tissue disorders;Glom disrd in systemic con tissue disrd;0;1;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N08.8;Glomerulne spremembe pri drugih boleznih, uvrščenih drugje;Glomerular disorders in other diseases classified elsewhere;Glom disrd in other dis class elsewhere;0;1;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N10;Akutni tubulointersticijski nefritis;Acute tubulo-interstitial nephritis;Acute tubulo-interstitial nephritis;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N11;Kronični tubulointersticijski nefritis;Chronic tubulo-interstitial nephritis;Chronic tubulo-interstitial nephritis;0;0;0;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N11.0;Neobstruktivni refluksni kronični pielonefritis;Nonobstructive reflux-associated chronic pyelonephritis;Nonobstr reflux-ass chronic pyeloneph;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N11.1;Kronični obstruktivni pielonefritis;Chronic obstructive pyelonephritis;Chronic obstructive pyelonephritis;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N11.8;Druge vrste kronični tubulointersticijski nefritis;Other chronic tubulo-interstitial nephritis;Oth chr tubulo-interstitial nephritis;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N11.9;Kronični tubulointersticijski nefritis, opredeljen;Chronic tubulo-interstitial nephritis, unspecified;Chr tubulo-interstitial nephritis unsp;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N12;Tubulointersticijski nefritis, ki ni opredeljen kot akutni ali kronični;Tubulo-interstitial nephritis, not specified as acute or chronic;Tubulo-interstitial nephritis NOS;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N13;Obstruktivna in refluksna uropatija;Obstructive and reflux uropathy;Obstructive and reflux uropathy;0;0;0;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N13.0;Hidronefroza z obstrukcijo ureteropelvičnega ustja;Hydronephrosis with ureteropelvic junction obstruction;Hydronephrosis w ureteropelvic jnct obs;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N13.1;Hidronefroza s strikturo sečevoda, ki ni uvrščena drugje;Hydronephrosis with ureteral stricture, not elsewhere classified;Hydronephrosis w ureteral stricture NEC;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N13.2;Hidronefroza z obstrukcijo zaradi kamna v ledvici ali kamna v sečevodu (ureterju);Hydronephrosis with renal and ureteral calculous obstruction;Hydronephrosis w renal ureteral calc obs;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N13.3;Druge in neopredeljene hidronefroze;Other and unspecified hydronephrosis;Other and unspecified hydronephrosis;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N13.4;Hidroureter;Hydroureter;Hydroureter;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N13.5;Zažetost in striktura sečevoda (ureterja) brez hidronefroze;Kinking and stricture of ureter without hydronephrosis;Kinking stricture ureter wo hydroneph;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N13.6;Pionefroza;Pyonephrosis;Pyonephrosis;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N13.7;Uropatija zaradi vezikoureternega refluksa;Vesicoureteral-reflux-associated uropathy;Vesicoureteral-reflux-ass uropathy;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N13.8;Druge obstruktivne in refluksne uropatije;Other obstructive and reflux uropathy;Other obstructive and reflux uropathy;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N13.9;Obstruktivna in refluksna uropatija, neopredeljena;Obstructive and reflux uropathy, unspecified;Obstructive & reflux uropathy unsp;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N14;Tubulointersticijske nefropatije in tubulopatije, ki jih povzročajo zdravila in težke kovine;Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions;Dr & hvy mtl ind tubulo-interst cond;0;0;0;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N14.0;Analgetična nefropatija;Analgesic nephropathy;Analgesic nephropathy;0;0;1;213;;;215;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N14.1;Nefropatija, povzročena z drugimi drogami, zdravili in biološkimi snovmi;Nephropathy induced by other drugs, medicaments and biological substances;Nephropathy ind by oth drugs substances;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N14.2;Nefropatija, povzročena z neopredeljenimi drogami, zdravili ali biološkimi snovmi;Nephropathy induced by unspecified drug, medicament or biological substance;Nephropathy ind by unsp drug substances;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N14.3;Nefropatija, povzročena s težkimi kovinami;Nephropathy induced by heavy metals;Nephropathy induced by heavy metals;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N14.4;Toksična nefropatija, ki ni uvrščena drugje;Toxic nephropathy, not elsewhere classified;Toxic nephropathy NEC;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N15;Druge ledvične tubulointersticijske bolezni;Other renal tubulo-interstitial diseases;Other renal tubulo-interstitial diseases;0;0;0;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N15.0;Balkanska nefropatija;Balkan nephropathy;Balkan nephropathy;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N15.1;Renalni in perinefrični absces;Renal and perinephric abscess;Renal and perinephric abscess;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N15.8;Druge opredeljene ledvične tubulointersticijske bolezni;Other specified renal tubulo-interstitial diseases;Other spec renal tubulo-interstitial dis;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N15.9;Ledvična tubulointersticijska bolezen, neopredeljena;Renal tubulo-interstitial disease, unspecified;Renal tubulo-interstitial disease unsp;0;0;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N16;Ledvične tubulointersticijske motnje pri boleznih, uvrščenih drugje;Renal tubulo-interstitial disorders in diseases classified elsewhere;Renal tubulo-interstitial disrd dis cl/e;0;1;0;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N16.0;Ledvične tubulointersticijske motnje pri infekcijskih in parazitskih boleznih, uvrščenih drugje;Renal tubulo-interstitial disorders in infectious and parasitic diseases classified elsewhere;Ren tubulointerst disrd infect dis cl/e;0;1;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N16.1;Ledvične tubulointersticijske motnje pri neoplazmah;Renal tubulo-interstitial disorders in neoplastic diseases;Renal tubulo-interst disrd neoplas dis;0;1;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N16.2;Ledvične tubulointersticijske motnje pri krvnih boleznih in motnjah imunskega mehanizma;Renal tubulo-interstitial disorders in blood diseases and disorders involving the immune mechanism;Ren tubulo-interst disrd bl immune dis;0;1;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N16.3;Ledvične tubulointersticijske motnje pri metaboličnih boleznih;Renal tubulo-interstitial disorders in metabolic diseases;Renal tubulo-interst disrd metabolic dis;0;1;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N16.4;Ledvične tubulointersticijske motnje pri sistemskih vezivnotkivnih motnjah;Renal tubulo-interstitial disorders in systemic connective tissue disorders;Ren tubulointerst disrd con tis dis;0;1;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N16.5;Ledvične tubulointersticijske motnje ob zavrnitvi presajene ledvice (T86.-†);Renal tubulo-interstitial disorders in transplant rejection (T86.-+);Ren tubulointerst disrd transplant rejct;0;1;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N16.8;Ledvične tubulointersticijske motnje pri drugih boleznih, uvrščenih drugje;Renal tubulo-interstitial disorders in other diseases classified elsewhere;Ren tubulointerst disrd in oth dis cl/e;0;1;1;213;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N17;Akutna ledvična odpoved;Acute kidney failure;Acute kidney failure;0;0;0;214;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N17.0;Akutna ledvična odpoved s tubulno nekrozo;Acute kidney failure with tubular necrosis;Acute kidney failure w tubular necrosis;0;0;1;214;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N17.1;Akutna ledvična odpoved z akutno kortikalno nekrozo;Acute kidney failure with acute cortical necrosis;Ac kidney failure w ac cortical necrosis;0;0;1;214;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N17.2;Akutna ledvična odpoved z medularno nekrozo;Acute kidney failure with medullary necrosis;Ac kidney failure w medullary necrosis;0;0;1;214;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N17.8;Druge vrste akutna ledvična odpoved;Other acute kidney failure;Other acute kidney failure;0;0;1;214;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N17.9;Akutna ledvična odpoved, neopredeljena;Acute kidney failure, unspecified;Acute kidney failure unspecified;0;0;1;214;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N18;Kronična ledvična odpoved;Chronic kidney disease;Chronic kidney disease;0;0;0;214;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N18.1;Kronična ledvična bolezen (KLB), stopnja 1;Chronic kidney disease, stage 1;Chronic kidney disease stage 1;0;0;1;214;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N18.2;Kronična ledvična bolezen (KLB), stopnja 2;Chronic kidney disease, stage 2;Chronic kidney disease stage 2;0;0;1;214;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N18.3;Kronična ledvična bolezen (KLB), stopnja 3;Chronic kidney disease, stage 3;Chronic kidney disease stage 3;0;0;1;214;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N18.4;Kronična ledvična bolezen (KLB), stopnja 4;Chronic kidney disease, stage 4;Chronic kidney disease stage 4;0;0;1;214;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N18.5;Kronična ledvična bolezen (KLB), stopnja 5;Chronic kidney disease, stage 5;Chronic kidney disease, stage 5;0;0;1;214;;;215;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N18.9;Kronična ledvična odpoved, neopredeljena;Chronic kidney disease, unspecified;Chronic kidney disease, unspecified;0;0;1;214;;;215;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N19;Neopredeljena ledvična odpoved;Unspecified kidney failure;Unspecified kidney failure;0;0;1;214;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N20;Kamen v ledvici in sečevodu (ureterju);Calculus of kidney and ureter;Calculus of kidney and ureter;0;0;0;215;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N20.0;Kamen v ledvici;Calculus of kidney;Calculus of kidney;0;0;1;215;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N20.1;Kamen v ureterju;Calculus of ureter;Calculus of ureter;0;0;1;215;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N20.2;Kamen v ledvici in kamen v sečevodu;Calculus of kidney with calculus of ureter;Calculus of kidney w calculus of ureter;0;0;1;215;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N20.9;Kamen sečil, neopredeljen;Urinary calculus, unspecified;Urinary calculus unspecified;0;0;1;215;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N21;Kamen v spodnjih sečilih;Calculus of lower urinary tract;Calculus of lower urinary tract;0;0;0;215;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N21.0;Kamen v sečnem mehurju (sečniku);Calculus in bladder;Calculus in bladder;0;0;1;215;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N21.1;Kamen v sečnici (uretri);Calculus in urethra;Calculus in urethra;0;0;1;215;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N21.8;Druge vrste kamen v spodnjih sečilih;Other lower urinary tract calculus;Other lower urinary tract calculus;0;0;1;215;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N21.9;Kamen v spodnjih sečilih, neopredeljen;Calculus of lower urinary tract, unspecified;Calculus of lower urinary tract unsp;0;0;1;215;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N22;Kamen v sečilih pri boleznih, uvrščenih drugje;Calculus of urinary tract in diseases classified elsewhere;Calculus of urinary tract in dis cl/e;0;1;0;215;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N22.0;Kamen v sečilih pri shistosomiozi [bilharziozi] (B65.-†);Urinary calculus in schistosomiasis [bilharziasis] (B65.-+);Urinary calculus in schistosomiasis;0;1;1;215;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N22.8;Kamen v sečilih pri drugih boleznih, uvrščenih drugje;Calculus of urinary tract in other diseases classified elsewhere;Calculus urinary tract in oth dis cl/e;0;1;1;215;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N23;Neopredeljene ledvične kolike;Unspecified renal colic;Unspecified renal colic;0;0;1;215;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N25;Motnje, ki so posledica oslabljenega delovanja ledvičnih tubulov;Disorders resulting from impaired renal tubular function;Disrd due to impaired renal tubular fn;0;0;0;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N25.0;Ledvična osteodistrofija;Renal osteodystrophy;Renal osteodystrophy;0;0;1;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N25.1;Nefrogeni diabetes insipidus;Nephrogenic diabetes insipidus;Nephrogenic diabetes insipidus;0;0;1;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N25.8;Druge motnje, ki so posledica oslabelega delovanja tubulov ledvic;Other disorders resulting from impaired renal tubular function;Oth disrd dt impaired renal tubular fn;0;0;1;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N25.9;Motnja, ki je posledica oslabljenega delovanja tubulov ledvic, neopredeljena;Disorder resulting from impaired renal tubular function, unspecified;Disorder dt impair renal tubular fn unsp;0;0;1;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N26;Sfrknjena ledvica brez opredeljenega vzroka;Unspecified contracted kidney;Unspecified contracted kidney;0;0;1;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N27;Majhna ledvica zaradi neznanega vzroka;Small kidney of unknown cause;Small kidney of unknown cause;0;0;0;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N27.0;Majhna ledvica, enostransko;Small kidney, unilateral;Small kidney unilateral;0;0;1;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N27.1;Majhna ledvica, obojestransko;Small kidney, bilateral;Small kidney bilateral;0;0;1;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N27.9;Majhna ledvica, neopredeljeno;Small kidney, unspecified;Small kidney unspecified;0;0;1;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N28;Druge motnje ledvice in sečevoda (ureterja), ki niso uvrščene drugje;Other disorders of kidney and ureter, not elsewhere classified;Oth disorders of kidney and ureter NEC;0;0;0;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N28.0;Ishemija in infarkt ledvice;Ischaemia and infarction of kidney;Ischaemia and infarction of kidney;0;0;1;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N28.1;Cista ledvice, pridobljena;Cyst of kidney, acquired;Cyst of kidney acquired;0;0;1;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N28.8;Druge specifične motnje ledvice in sečevoda;Other specified disorders of kidney and ureter;Oth spec disorders of kidney & ureter;0;0;1;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N28.9;Motnja ledvice in sečevoda, neopredeljena;Disorder of kidney and ureter, unspecified;Disorder of kidney and ureter unsp;0;0;1;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N29;Druge motnje ledvice in sečevoda (ureterja) pri boleznih, uvrščenih drugje;Other disorders of kidney and ureter in diseases classified elsewhere;Oth disrd of kidney & ureter in dis cl/e;0;1;0;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N29.0;Pozni sifilis ledvic (A52.7†);Late syphilis of kidney (A52.7+);Late syphilis of kidney (A52.7+);0;1;1;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N29.1;Druge motnje ledvice in sečevoda pri infekcijskih in parazitskih boleznih, uvrščenih drugje;Other disorders of kidney and ureter in infectious and parasitic diseases classified elsewhere;Oth disrd kidny ureter infect dis cl/e;0;1;1;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N29.8;Druge motnje ledvice in sečevoda pri boleznih, uvrščenih drugje;Other disorders of kidney and ureter in other diseases classified elsewhere;Oth disrd kidney ureter in oth dis cl/e;0;1;1;217;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N30;Cistitis (vnetje sečnega mehurja);Cystitis;Cystitis;0;0;0;216;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N30.0;Akutno vnetje sečnega mehurja;Acute cystitis;Acute cystitis;0;0;1;216;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N30.1;Intersticijski cistitis (kronični);Interstitial cystitis (chronic);Interstitial cystitis (chronic);0;0;1;216;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N30.2;Drugi kronični cistitisi;Other chronic cystitis;Other chronic cystitis;0;0;1;216;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N30.3;Trigonitis;Trigonitis;Trigonitis;0;0;1;216;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N30.4;Iradiacijski cistitis;Irradiation cystitis;Irradiation cystitis;0;0;1;216;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
